movieId,title,genres,combined_features
70336,G.I. Joe: The Rise of Cobra (2009),Action|Adventure|Sci-Fi|Thriller,G.I. Joe: The Rise of Cobra (2009) Action Adventure Sci-Fi Thriller
70342,Séraphine (2008),Drama|War,Séraphine (2008) Drama War
70344,Cold Souls (2009),Comedy|Drama,Cold Souls (2009) Comedy Drama
70355,Daddy Nostalgia (Daddy Nostalgie) (1990),Drama,Daddy Nostalgia (Daddy Nostalgie) (1990) Drama
70361,12 Rounds (2009),Action|Thriller,12 Rounds (2009) Action Thriller
70366,"Silent Night, Deadly Night Part 2 (1987)",Comedy|Horror,"Silent Night, Deadly Night Part 2 (1987) Comedy Horror"
70370,"Boys from Fengkuei, The (Feng gui lai de ren) (1983)",Drama,"Boys from Fengkuei, The (Feng gui lai de ren) (1983) Drama"
70374,"Left-Hand Side of the Fridge, The (Moitié gauche du frigo, La) (2000)",Comedy,"Left-Hand Side of the Fridge, The (Moitié gauche du frigo, La) (2000) Comedy"
70377,Where Danger Lives (1950),Drama|Film-Noir|Romance|Thriller,Where Danger Lives (1950) Drama Film-Noir Romance Thriller
70410,"Killing Room, The (2009)",Drama|Mystery|Thriller,"Killing Room, The (2009) Drama Mystery Thriller"
70418,Introducing Dorothy Dandridge (1999),Drama|Musical|Romance,Introducing Dorothy Dandridge (1999) Drama Musical Romance
70421,"Summer at Grandpa's, A (Dong dong de jia qi) (1984)",Drama,"Summer at Grandpa's, A (Dong dong de jia qi) (1984) Drama"
70423,"Time to Live, a Time to Die, A (Tong nien wang shi) (1985)",Drama,"Time to Live, a Time to Die, A (Tong nien wang shi) (1985) Drama"
70425,"One and Only, The (Eneste ene, Den) (1999)",Comedy|Romance,"One and Only, The (Eneste ene, Den) (1999) Comedy Romance"
70432,Fail Safe (2000),Drama|Thriller,Fail Safe (2000) Drama Thriller
70451,Max Manus (2008),Action|Drama|War,Max Manus (2008) Action Drama War
70465,Jerusalema (Gangster's Paradise: Jerusalema) (2008),Action|Crime|Drama,Jerusalema (Gangster's Paradise: Jerusalema) (2008) Action Crime Drama
70488,Wings of Hope (Julianes Sturz in den Dschungel) (2000),Adventure|Documentary,Wings of Hope (Julianes Sturz in den Dschungel) (2000) Adventure Documentary
70490,"Trail Beyond, The (1934)",Action|Adventure|Western,"Trail Beyond, The (1934) Action Adventure Western"
70492,Winds of the Wasteland (1936),Western,Winds of the Wasteland (1936) Western
70495,Kill Buljo: The Movie (2007),Action|Comedy,Kill Buljo: The Movie (2007) Action Comedy
70497,Stone of Destiny (2008),Adventure|Comedy|Crime|Drama,Stone of Destiny (2008) Adventure Comedy Crime Drama
70500,Okie Noodling (2001),Documentary,Okie Noodling (2001) Documentary
70507,"Age of Ignorance, The (a.k.a. Days of Darkness) (L'âge des ténèbres) (2007)",Comedy|Drama|Fantasy,"Age of Ignorance, The (a.k.a. Days of Darkness) (L'âge des ténèbres) (2007) Comedy Drama Fantasy"
70511,Randy Rides Alone (1934),Western,Randy Rides Alone (1934) Western
70513,West of the Divide (1934),Romance|Western,West of the Divide (1934) Romance Western
70517,Army Brats (Schatjes!) (1984),Children|Comedy,Army Brats (Schatjes!) (1984) Children Comedy
70521,Lost in Austen (2008),Drama|Fantasy|Romance|Sci-Fi,Lost in Austen (2008) Drama Fantasy Romance Sci-Fi
70529,Je suis né d'une cigogne (1999),Comedy|Fantasy,Je suis né d'une cigogne (1999) Comedy Fantasy
70531,"Star Packer, The (1934)",Action|Romance|Western,"Star Packer, The (1934) Action Romance Western"
70533,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007),Action|Animation|Sci-Fi,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007) Action Animation Sci-Fi
70535,Love Hina Christmas Special: Silent Eve (Rabu Hina kurisumasu supesharu: Sairento ivu) (2000),Animation|Comedy|Romance,Love Hina Christmas Special: Silent Eve (Rabu Hina kurisumasu supesharu: Sairento ivu) (2000) Animation Comedy Romance
70537,Moliere (1978),Drama,Moliere (1978) Drama
70541,Floating Clouds  (Ukigumo) (1955),Drama|Romance,Floating Clouds  (Ukigumo) (1955) Drama Romance
70543,Japanese Girls at the Harbor (Minato no nihon musume) (1933),Drama,Japanese Girls at the Harbor (Minato no nihon musume) (1933) Drama
70545,"Deal, The (2008)",Comedy,"Deal, The (2008) Comedy"
70549,Doing Time on Maple Drive (1992),Drama,Doing Time on Maple Drive (1992) Drama
70559,"Line, The (La linea) (2008)",Action|Crime|Drama|Thriller,"Line, The (La linea) (2008) Action Crime Drama Thriller"
70562,"Ramen Girl, The (2008)",Comedy|Drama|Romance,"Ramen Girl, The (2008) Comedy Drama Romance"
70565,"Goods: Live Hard, Sell Hard, The (2009)",Comedy,"Goods: Live Hard, Sell Hard, The (2009) Comedy"
70567,Adam (2009),Drama|Romance,Adam (2009) Drama Romance
70571,Just Sex and Nothing Else (Csak szex és más semmi) (2005),Comedy,Just Sex and Nothing Else (Csak szex és más semmi) (2005) Comedy
70587,Alien Trespass (2009),Comedy|Sci-Fi,Alien Trespass (2009) Comedy Sci-Fi
70591,Ignition (2001),Action|Drama,Ignition (2001) Action Drama
70593,Dillinger and Capone (1995),Crime|Drama,Dillinger and Capone (1995) Crime Drama
70595,"Next Stop, Greenwich Village (1976)",Comedy,"Next Stop, Greenwich Village (1976) Comedy"
70597,Gigantic (2008),Comedy|Romance,Gigantic (2008) Comedy Romance
70599,"Time Traveler's Wife, The (2009)",Drama|Romance|Sci-Fi,"Time Traveler's Wife, The (2009) Drama Romance Sci-Fi"
70607,Feast II: Sloppy Seconds (2008),Action|Comedy|Horror|Thriller,Feast II: Sloppy Seconds (2008) Action Comedy Horror Thriller
70609,Katze im Sack (2005),Drama,Katze im Sack (2005) Drama
70611,Traffic Affairs (Mitfahrer) (2004),Drama,Traffic Affairs (Mitfahrer) (2004) Drama
70629,Waterland (1992),Drama,Waterland (1992) Drama
70637,I Can't Think Straight (2007),Drama|Romance,I Can't Think Straight (2007) Drama Romance
70641,Miss March (2009),Comedy,Miss March (2009) Comedy
70643,Bandslam (2009),Comedy|Drama|Musical,Bandslam (2009) Comedy Drama Musical
70649,"City of Sadness, A (Bei qing cheng shi) (1989)",Drama,"City of Sadness, A (Bei qing cheng shi) (1989) Drama"
70656,Harvard Beats Yale 29-29 (2008),Documentary,Harvard Beats Yale 29-29 (2008) Documentary
70659,"Great Happiness Space, The: Tale of an Osaka Love Thief (2006)",Documentary,"Great Happiness Space, The: Tale of an Osaka Love Thief (2006) Documentary"
70661,Tyler Perry's Meet the Browns (2008),Comedy|Drama|Romance,Tyler Perry's Meet the Browns (2008) Comedy Drama Romance
70663,"I Love You, Beth Cooper (2009)",Comedy|Romance,"I Love You, Beth Cooper (2009) Comedy Romance"
70670,Second Wind (Le deuxième souffle) (Second Breath) (1966),Crime|Drama|Film-Noir,Second Wind (Le deuxième souffle) (Second Breath) (1966) Crime Drama Film-Noir
70678,Huhwihaji Anha (No Regret) (2006),Drama,Huhwihaji Anha (No Regret) (2006) Drama
70682,Detroit Metal City (Detoroito Metaru Shiti) (2008),Comedy|Drama|Musical,Detroit Metal City (Detoroito Metaru Shiti) (2008) Comedy Drama Musical
70684,Daughter of the Nile (Ni luo he nu er) (1987),Drama,Daughter of the Nile (Ni luo he nu er) (1987) Drama
70687,Paper Heart (2009),Comedy|Documentary|Drama|Romance,Paper Heart (2009) Comedy Documentary Drama Romance
70689,Mystery Street (1950),Crime|Drama|Film-Noir,Mystery Street (1950) Crime Drama Film-Noir
70695,"Haunting of Molly Hartley, The (2008)",Drama|Horror|Thriller,"Haunting of Molly Hartley, The (2008) Drama Horror Thriller"
70697,G-Force (2009),Action|Adventure|Children|Fantasy,G-Force (2009) Action Adventure Children Fantasy
70703,Christopher Columbus: The Discovery (1992),Adventure,Christopher Columbus: The Discovery (1992) Adventure
70706,Fighting (2009),Action|Drama,Fighting (2009) Action Drama
70708,Tetro (2009),Drama|Mystery,Tetro (2009) Drama Mystery
70712,Abandon Ship! (Seven Waves Away) (1957),Adventure|Drama,Abandon Ship! (Seven Waves Away) (1957) Adventure Drama
70722,"Good Men, Good Women (Hao nan hao nu) (1995)",Drama|Romance,"Good Men, Good Women (Hao nan hao nu) (1995) Drama Romance"
70724,Side Street (1949),Crime|Drama|Film-Noir,Side Street (1949) Crime Drama Film-Noir
70726,Adoration (2008),Drama,Adoration (2008) Drama
70728,Bronson (2009),Action|Comedy|Drama|Thriller,Bronson (2009) Action Comedy Drama Thriller
70730,Feel the Noise (2007),Drama,Feel the Noise (2007) Drama
70740,I Really Hate My Job (2007),Comedy|Drama,I Really Hate My Job (2007) Comedy Drama
70742,"Matador, The (2008)",Documentary,"Matador, The (2008) Documentary"
70751,Little Richard (2000),Drama,Little Richard (2000) Drama
70762,"Curiosity of Chance, The (2006)",Comedy,"Curiosity of Chance, The (2006) Comedy"
70769,If Only (2004),Drama|Fantasy|Romance|Thriller,If Only (2004) Drama Fantasy Romance Thriller
70789,"Susana (Devil and the Flesh, The) (1951)",Drama|Romance,"Susana (Devil and the Flesh, The) (1951) Drama Romance"
70792,Vengeance Valley (1951),Western,Vengeance Valley (1951) Western
70795,Great Guy (1936),Crime|Drama|Mystery,Great Guy (1936) Crime Drama Mystery
70797,"Hurricane Express, The (1932)",Adventure|Crime|Drama,"Hurricane Express, The (1932) Adventure Crime Drama"
70800,Paris (2007),Documentary,Paris (2007) Documentary
70802,"Secret of Moonacre, The (2008)",Adventure|Fantasy|Romance,"Secret of Moonacre, The (2008) Adventure Fantasy Romance"
70804,Olympia Part One: Festival of the Nations (Olympia 1. Teil - Fest der Völker) (1938),Documentary,Olympia Part One: Festival of the Nations (Olympia 1. Teil - Fest der Völker) (1938) Documentary
70806,Olympia Part Two: Festival of Beauty (Olympia 2. Teil - Fest der Schönheit) (1938),Documentary,Olympia Part Two: Festival of Beauty (Olympia 2. Teil - Fest der Schönheit) (1938) Documentary
70817,Shadow Warriors 2 (Assault on Devil's Island) (1997),Action|Adventure|Thriller,Shadow Warriors 2 (Assault on Devil's Island) (1997) Action Adventure Thriller
70819,The Shadow of the Eagle (1932),Crime|Drama|Mystery|Thriller,The Shadow of the Eagle (1932) Crime Drama Mystery Thriller
70821,Cinematographer Style (2006),Documentary,Cinematographer Style (2006) Documentary
70824,"Cell 2, The (2009)",Horror|Sci-Fi|Thriller,"Cell 2, The (2009) Horror Sci-Fi Thriller"
70826,Summer School (2006),Horror,Summer School (2006) Horror
70828,Space Odyssey: Voyage to the Planets (2004),Documentary|Drama|Sci-Fi,Space Odyssey: Voyage to the Planets (2004) Documentary Drama Sci-Fi
70831,Krakatoa: The Last Days (2006),Documentary|Drama,Krakatoa: The Last Days (2006) Documentary Drama
70833,Queen Kelly (1929),Drama,Queen Kelly (1929) Drama
70839,Midnight Bayou (2009),Drama|Mystery|Romance,Midnight Bayou (2009) Drama Mystery Romance
70843,Northern Lights (2009),Drama|Mystery|Romance,Northern Lights (2009) Drama Mystery Romance
70846,Lorna's Silence (Le silence de Lorna) (2008),Drama,Lorna's Silence (Le silence de Lorna) (2008) Drama
70849,"Doulos, Le (1962)",Crime|Thriller,"Doulos, Le (1962) Crime Thriller"
70862,It Might Get Loud (2008),Documentary,It Might Get Loud (2008) Documentary
70864,Botched (2007),Comedy|Crime|Horror|Thriller,Botched (2007) Comedy Crime Horror Thriller
70867,Lonely Street (2009),Comedy|Mystery,Lonely Street (2009) Comedy Mystery
70869,High Noon (2009),Drama|Mystery|Romance,High Noon (2009) Drama Mystery Romance
70871,"Day in the Country, A (Partie de campagne) (1936)",Drama|Romance,"Day in the Country, A (Partie de campagne) (1936) Drama Romance"
70877,Moonfleet (1955),Adventure|Drama,Moonfleet (1955) Adventure Drama
70880,7 Women (a.k.a. Seven Women) (1966),Drama,7 Women (a.k.a. Seven Women) (1966) Drama
70887,Vacancy 2: The First Cut (2009),Horror|Thriller,Vacancy 2: The First Cut (2009) Horror Thriller
70889,"Pom Pom Girls, The (1976)",Comedy,"Pom Pom Girls, The (1976) Comedy"
70891,Tribute (2009),Drama|Mystery|Romance,Tribute (2009) Drama Mystery Romance
70898,Post Grad (2009),Comedy,Post Grad (2009) Comedy
70912,Goodbye Solo (2008),Drama,Goodbye Solo (2008) Drama
70914,Long John Silver (1954),Action|Adventure,Long John Silver (1954) Action Adventure
70920,Questo piccolo grande amore (2009),Comedy|Romance,Questo piccolo grande amore (2009) Comedy Romance
70924,Voices (1979),Drama|Romance,Voices (1979) Drama Romance
70927,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence) (2007),Comedy|Drama,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence) (2007) Comedy Drama
70932,My Life in Ruins (2009),Comedy,My Life in Ruins (2009) Comedy
70946,Troll 2 (1990),Fantasy|Horror,Troll 2 (1990) Fantasy Horror
70948,London (1994),Documentary,London (1994) Documentary
70958,Paris 36 (Faubourg 36) (2008),Drama|Musical|Romance,Paris 36 (Faubourg 36) (2008) Drama Musical Romance
70961,Murder Ahoy (1964),Comedy|Crime|Drama|Mystery,Murder Ahoy (1964) Comedy Crime Drama Mystery
70964,Witch Hunt (2008),Documentary,Witch Hunt (2008) Documentary
70968,"Dog Year, A (2009)",Comedy|Drama,"Dog Year, A (2009) Comedy Drama"
70970,Good (2008),Drama|War,Good (2008) Drama War
70976,"Romance of Astrea and Celadon, The (Les amours d'Astrée et de Céladon) (2007)",Drama|Romance,"Romance of Astrea and Celadon, The (Les amours d'Astrée et de Céladon) (2007) Drama Romance"
70978,Boyfriends and Girlfriends (a.k.a. My Girlfriend's Boyfriend) (L'ami de mon amie) (1987),Comedy,Boyfriends and Girlfriends (a.k.a. My Girlfriend's Boyfriend) (L'ami de mon amie) (1987) Comedy
70984,Taking Woodstock (2009),Comedy,Taking Woodstock (2009) Comedy
70988,Norma Jean & Marilyn (1996),Drama,Norma Jean & Marilyn (1996) Drama
70990,If These Walls Could Talk (1996),Drama,If These Walls Could Talk (1996) Drama
70992,Cargo 200 (Gruz 200) (2007),Drama,Cargo 200 (Gruz 200) (2007) Drama
70994,Halloween II (2009),Horror|Thriller,Halloween II (2009) Horror Thriller
71007,Meteor (2009),Action|Drama|Sci-Fi,Meteor (2009) Action Drama Sci-Fi
71011,Five Graves to Cairo (1943),Thriller|War,Five Graves to Cairo (1943) Thriller War
71014,"Dark Corner, The (1946)",Crime|Drama|Film-Noir,"Dark Corner, The (1946) Crime Drama Film-Noir"
71017,Full Body Massage (1995),Drama,Full Body Massage (1995) Drama
71027,"Good Marriage, A (Beau mariage, Le) (1982)",Comedy|Drama|Romance,"Good Marriage, A (Beau mariage, Le) (1982) Comedy Drama Romance"
71029,Videocracy (Videocracy - Basta apparire) (2009),Documentary,Videocracy (Videocracy - Basta apparire) (2009) Documentary
71033,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",Crime|Drama|Mystery|Romance|Thriller,"Secret in Their Eyes, The (El secreto de sus ojos) (2009) Crime Drama Mystery Romance Thriller"
71047,"Day After Trinity, The (1981)",Documentary,"Day After Trinity, The (1981) Documentary"
71057,9 (2009),Adventure|Animation|Sci-Fi,9 (2009) Adventure Animation Sci-Fi
71065,Cosmonaut (Cosmonauta) (2009),Comedy,Cosmonaut (Cosmonauta) (2009) Comedy
71067,Carry on Screaming! (1966),Comedy|Horror,Carry on Screaming! (1966) Comedy Horror
71069,Green Street Hooligans 2 (2009),Action|Crime|Drama,Green Street Hooligans 2 (2009) Action Crime Drama
71094,Randy and the Mob (2007),Comedy|Crime,Randy and the Mob (2007) Comedy Crime
71096,Detective (Détective) (1985),Crime|Drama,Detective (Détective) (1985) Crime Drama
71102,"Three Musketeers, The (1933)",Action|Adventure|Thriller,"Three Musketeers, The (1933) Action Adventure Thriller"
71104,Seven Sinners (1940),Comedy|Drama|Romance,Seven Sinners (1940) Comedy Drama Romance
71106,Frequently Asked Questions About Time Travel (2009),Comedy|Sci-Fi,Frequently Asked Questions About Time Travel (2009) Comedy Sci-Fi
71108,"White Ribbon, The (Das weiße Band) (2009)",Drama|Mystery,"White Ribbon, The (Das weiße Band) (2009) Drama Mystery"
71110,Kahlekuningas (2002),Comedy|Drama,Kahlekuningas (2002) Comedy Drama
71112,Mentiras y gordas (2009),Comedy|Drama|Romance,Mentiras y gordas (2009) Comedy Drama Romance
71114,Fuga de cerebros (2009),Comedy,Fuga de cerebros (2009) Comedy
71116,Living with Michael Jackson (2003),Documentary,Living with Michael Jackson (2003) Documentary
71129,Green Lantern: First Flight (2009),Action|Adventure|Animation|Fantasy|Sci-Fi,Green Lantern: First Flight (2009) Action Adventure Animation Fantasy Sci-Fi
71131,"Most Hated Family in America, The (2007)",Documentary,"Most Hated Family in America, The (2007) Documentary"
71133,Lies and Illusions (2009),Action|Comedy|Thriller,Lies and Illusions (2009) Action Comedy Thriller
71135,Pandorum (2009),Horror|Sci-Fi|Thriller,Pandorum (2009) Horror Sci-Fi Thriller
71139,Paraíso Travel (2008),Adventure|Drama|Romance,Paraíso Travel (2008) Adventure Drama Romance
71141,Airbag (1997),Action|Comedy|Crime|Thriller,Airbag (1997) Action Comedy Crime Thriller
71143,Peter Ibbetson (1935),Drama|Fantasy|Romance,Peter Ibbetson (1935) Drama Fantasy Romance
71147,Death of a Cyclist (Muerte de un ciclista) (1955),Drama,Death of a Cyclist (Muerte de un ciclista) (1955) Drama
71152,Skellig (2009),Drama|Fantasy|Mystery,Skellig (2009) Drama Fantasy Mystery
71154,Flood (2007),Action|Drama|Thriller,Flood (2007) Action Drama Thriller
71156,"Men Who Stare at Goats, The (2009)",Action|Comedy|Drama,"Men Who Stare at Goats, The (2009) Action Comedy Drama"
71158,Immigrants (L.A. Dolce Vita) (2008),Animation,Immigrants (L.A. Dolce Vita) (2008) Animation
71160,"Hunt For Gollum, The (2009)",Action|Adventure|Fantasy,"Hunt For Gollum, The (2009) Action Adventure Fantasy"
71164,Welcome Mr. Marshall (Bienvenido Mister Marshall) (1953),Comedy,Welcome Mr. Marshall (Bienvenido Mister Marshall) (1953) Comedy
71168,Beast from Haunted Cave (1959),Crime|Horror|Romance,Beast from Haunted Cave (1959) Crime Horror Romance
71170,All's Well (1972),Drama,All's Well (1972) Drama
71178,Street of Shame (Akasen chitai) (1956),Drama,Street of Shame (Akasen chitai) (1956) Drama
71180,Padre padrone (1977),Drama,Padre padrone (1977) Drama
71182,"Travelling Players, The (O thiasos) (1975)",Drama|War,"Travelling Players, The (O thiasos) (1975) Drama War"
71184,Valentino: The Last Emperor (2008),Documentary,Valentino: The Last Emperor (2008) Documentary
71187,"Pilgrim, The (1923)",Comedy,"Pilgrim, The (1923) Comedy"
71189,"Million, Le (Million, The) (1931)",Comedy|Musical,"Million, Le (Million, The) (1931) Comedy Musical"
71199,Memories of Underdevelopment (Memorias del subdesarrollo) (1968),Drama,Memories of Underdevelopment (Memorias del subdesarrollo) (1968) Drama
71201,Return Of The Ghostbusters (2007),Comedy,Return Of The Ghostbusters (2007) Comedy
71203,Laid To Rest (2009),Horror,Laid To Rest (2009) Horror
71205,Jennifer's Body (2009),Comedy|Horror|Sci-Fi|Thriller,Jennifer's Body (2009) Comedy Horror Sci-Fi Thriller
71211,"Informant!, The (2009)",Comedy|Crime|Drama|Thriller,"Informant!, The (2009) Comedy Crime Drama Thriller"
71216,"Great Gabbo, The (1929)",Drama|Musical|Romance,"Great Gabbo, The (1929) Drama Musical Romance"
71237,Hillsborough (1996),Drama,Hillsborough (1996) Drama
71239,"Brøken, The (a.k.a. Broken, The) (2008)",Drama|Horror|Thriller,"Brøken, The (a.k.a. Broken, The) (2008) Drama Horror Thriller"
71241,"Tall Men, The (1955)",Action|Adventure|Drama|Romance|Western,"Tall Men, The (1955) Action Adventure Drama Romance Western"
71243,Tension (1949),Crime|Drama|Film-Noir|Romance,Tension (1949) Crime Drama Film-Noir Romance
71246,Amreeka (2009),Drama,Amreeka (2009) Drama
71248,Extract (2009),Comedy,Extract (2009) Comedy
71252,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)",Horror|Thriller,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009) Horror Thriller"
71254,Gamer (2009),Action|Sci-Fi|Thriller,Gamer (2009) Action Sci-Fi Thriller
71264,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,Cloudy with a Chance of Meatballs (2009) Animation Children Fantasy IMAX
71266,Radio Inside (1994),Drama|Romance,Radio Inside (1994) Drama Romance
71268,Tyler Perry's I Can Do Bad All by Myself (2009),Comedy|Drama,Tyler Perry's I Can Do Bad All by Myself (2009) Comedy Drama
71276,"Silver Stallion (Silver Brumpy, The) (1993)",Drama,"Silver Stallion (Silver Brumpy, The) (1993) Drama"
71278,Mr. Robinson Crusoe (1932),Adventure|Comedy,Mr. Robinson Crusoe (1932) Adventure Comedy
71280,"Wreck of the Mary Deare, The (1959)",Drama|Thriller,"Wreck of the Mary Deare, The (1959) Drama Thriller"
71282,"Food, Inc. (2008)",Documentary,"Food, Inc. (2008) Documentary"
71285,Beeswax (2009),Comedy|Drama,Beeswax (2009) Comedy Drama
71300,"Conspiracy of Torture, The (Beatrice Cenci) (1969)",Drama,"Conspiracy of Torture, The (Beatrice Cenci) (1969) Drama"
71302,Attack of the 50 Foot Woman (1958),Comedy|Sci-Fi,Attack of the 50 Foot Woman (1958) Comedy Sci-Fi
71304,Thirst (Bakjwi) (2009),Drama|Horror,Thirst (Bakjwi) (2009) Drama Horror
71318,Terra (a.k.a. Battle for Terra) (2007),Adventure|Animation|Sci-Fi,Terra (a.k.a. Battle for Terra) (2007) Adventure Animation Sci-Fi
71322,Forbidden Fruit (Kielletty hedelmä) (2009),Drama,Forbidden Fruit (Kielletty hedelmä) (2009) Drama
71325,Love Happens (2009),Comedy|Drama|Romance,Love Happens (2009) Comedy Drama Romance
71327,Bright Star (2009),Drama|Romance,Bright Star (2009) Drama Romance
71341,Blood Creek (a.k.a. Town Creek) (2009),Horror,Blood Creek (a.k.a. Town Creek) (2009) Horror
71343,Split Second (1953),Film-Noir|Thriller,Split Second (1953) Film-Noir Thriller
71348,"Good Man, A (Un buen hombre) (2009)",Crime|Drama,"Good Man, A (Un buen hombre) (2009) Crime Drama"
71350,Scandal Sheet (1952),Crime|Drama|Film-Noir|Romance|Thriller,Scandal Sheet (1952) Crime Drama Film-Noir Romance Thriller
71357,Turn Left at the End of the World (Sof Ha'Olam Smola) (2005),Drama|Romance,Turn Left at the End of the World (Sof Ha'Olam Smola) (2005) Drama Romance
71361,I Want You (1998),Crime|Drama|Romance,I Want You (1998) Crime Drama Romance
71363,"Confiance règne, La (2004)",Comedy,"Confiance règne, La (2004) Comedy"
71372,Hellraiser: Deader (2005),Horror,Hellraiser: Deader (2005) Horror
71374,Hellraiser: Hellworld (2005),Horror,Hellraiser: Hellworld (2005) Horror
71376,Chronicle of an Escape (Crónica de una fuga) (2006),Thriller,Chronicle of an Escape (Crónica de una fuga) (2006) Thriller
71379,Paranormal Activity (2009),Horror|Thriller,Paranormal Activity (2009) Horror Thriller
71382,Lake City (2008),Drama,Lake City (2008) Drama
71384,"Eagle Has Two Heads, The (L'aigle à deux têtes) (1948)",Drama,"Eagle Has Two Heads, The (L'aigle à deux têtes) (1948) Drama"
71386,"Forever, Darling (1956)",Comedy|Fantasy,"Forever, Darling (1956) Comedy Fantasy"
71390,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)",Documentary,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008) Documentary"
71402,3 Ring Circus (1954),Comedy,3 Ring Circus (1954) Comedy
71404,"3 Worlds of Gulliver, The (1960)",Adventure|Fantasy,"3 Worlds of Gulliver, The (1960) Adventure Fantasy"
71409,"Execution of P, The (Kinatay) (2009)",Crime|Thriller,"Execution of P, The (Kinatay) (2009) Crime Thriller"
71413,Angel (1937),Comedy|Drama|Romance,Angel (1937) Comedy Drama Romance
71416,Hellzapoppin' (1941),Comedy|Musical,Hellzapoppin' (1941) Comedy Musical
71418,Ballast (2008),Drama,Ballast (2008) Drama
71426,5 Dolls for an August Moon (5 bambole per la luna d'agosto) (1970),Horror|Mystery|Thriller,5 Dolls for an August Moon (5 bambole per la luna d'agosto) (1970) Horror Mystery Thriller
71429,World's Greatest Dad (2009),Comedy|Drama,World's Greatest Dad (2009) Comedy Drama
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964)",Adventure|Crime|Drama|Western,"Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964) Adventure Crime Drama Western"
71438,Still Walking (Aruitemo aruitemo) (2008),Drama,Still Walking (Aruitemo aruitemo) (2008) Drama
71442,"Plaisir, Le (1952)",Comedy|Drama,"Plaisir, Le (1952) Comedy Drama"
71444,Thirst (Pyaasa) (1957),Drama|Musical|Romance,Thirst (Pyaasa) (1957) Drama Musical Romance
71446,"Muriel, or The Time of Return (Muriel ou Le temps d'un retour) (1963)",Drama,"Muriel, or The Time of Return (Muriel ou Le temps d'un retour) (1963) Drama"
71448,Xala (1975),Comedy,Xala (1975) Comedy
71450,Capitalism: A Love Story (2009),Documentary,Capitalism: A Love Story (2009) Documentary
71453,"Blood of the Beasts (Sang des bêtes, Le) (1949)",Documentary|Drama,"Blood of the Beasts (Sang des bêtes, Le) (1949) Documentary Drama"
71458,The Five Man Army (1969),Western,The Five Man Army (1969) Western
71460,Wanted (2009),Action|Romance,Wanted (2009) Action Romance
71462,"Cove, The (2009)",Documentary,"Cove, The (2009) Documentary"
71464,"Serious Man, A (2009)",Comedy|Drama,"Serious Man, A (2009) Comedy Drama"
71466,City Island (2009),Comedy|Drama,City Island (2009) Comedy Drama
71468,Ink (2009),Action|Fantasy|Sci-Fi,Ink (2009) Action Fantasy Sci-Fi
71472,"Cameraman's Revenge, The (Mest kinematograficheskogo operatora) (1912)",Animation|Comedy,"Cameraman's Revenge, The (Mest kinematograficheskogo operatora) (1912) Animation Comedy"
71474,Down to the Cellar (Do pivnice) (1983),Adventure|Fantasy|Thriller,Down to the Cellar (Do pivnice) (1983) Adventure Fantasy Thriller
71482,Yatterman (Yattâman) (2009),Action|Comedy|Fantasy,Yatterman (Yattâman) (2009) Action Comedy Fantasy
71484,Metropia (2009),Animation|Sci-Fi,Metropia (2009) Animation Sci-Fi
71486,Clubbed (2008),Action|Crime|Drama,Clubbed (2008) Action Crime Drama
71488,"Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje) (1983)",Horror|Thriller,"Pit, the Pendulum and Hope, The (Kyvadlo, jáma a nadeje) (1983) Horror Thriller"
71490,Grace (2009),Drama|Horror|Thriller,Grace (2009) Drama Horror Thriller
71494,"Haunted World of El Superbeasto, The (2009)",Action|Animation|Comedy|Horror|Thriller,"Haunted World of El Superbeasto, The (2009) Action Animation Comedy Horror Thriller"
71497,Story of a Prostitute (Shunpu den) (1965),Drama|War,Story of a Prostitute (Shunpu den) (1965) Drama War
71500,Trick 'r Treat (2007),Comedy|Horror|Thriller,Trick 'r Treat (2007) Comedy Horror Thriller
71503,"Hills Run Red, The (2009)",Horror,"Hills Run Red, The (2009) Horror"
71518,Whip It (2009),Comedy|Drama,Whip It (2009) Comedy Drama
71520,"Invention of Lying, The (2009)",Comedy,"Invention of Lying, The (2009) Comedy"
71522,Unmistaken Child (2008),Documentary,Unmistaken Child (2008) Documentary
71525,A-Haunting We Will Go (1942),Comedy,A-Haunting We Will Go (1942) Comedy
71530,Surrogates (2009),Action|Sci-Fi|Thriller,Surrogates (2009) Action Sci-Fi Thriller
71533,Next Day Air (2009),Action|Comedy|Crime,Next Day Air (2009) Action Comedy Crime
